,index,Category,Category_Gender,Medal,Athlete_Full_Name,Country_IMG_URL,Country_Code,Sport_Event
0,0,3x3 Basketball,Men,Gold,Latvia,https://www.olympedia.org/images/flags/LAT.png,LAT,3x3 Basketball
1,1,3x3 Basketball,Men,Silver,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,3x3 Basketball
2,2,3x3 Basketball,Men,Bronze,Serbia,https://www.olympedia.org/images/flags/SRB.png,SRB,3x3 Basketball
3,3,3x3 Basketball,Women,Gold,United States,https://www.olympedia.org/images/flags/USA.png,USA,3x3 Basketball
4,4,3x3 Basketball,Women,Silver,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,3x3 Basketball
5,5,3x3 Basketball,Women,Bronze,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,3x3 Basketball
6,6,Individual,Men,Gold,Mete Gazoz,https://www.olympedia.org/images/flags/TUR.png,TUR,Archery
7,7,Individual,Men,Silver,Mauro Nespoli,https://www.olympedia.org/images/flags/ITA.png,ITA,Archery
8,8,Individual,Men,Bronze,Takaharu Furukawa,https://www.olympedia.org/images/flags/JPN.png,JPN,Archery
9,9,Team,Men,Gold,Republic of Korea,https://www.olympedia.org/images/flags/KOR.png,KOR,Archery
10,10,Team,Men,Silver,Chinese Taipei,https://www.olympedia.org/images/flags/TPE.png,TPE,Archery
11,11,Team,Men,Bronze,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Archery
12,12,Individual,Women,Gold,An San,https://www.olympedia.org/images/flags/KOR.png,KOR,Archery
13,13,Individual,Women,Silver,Yelena Osipova,https://www.olympedia.org/images/flags/ROC.png,ROC,Archery
14,14,Individual,Women,Bronze,Lucilla Boari,https://www.olympedia.org/images/flags/ITA.png,ITA,Archery
15,15,Team,Women,Gold,Republic of Korea,https://www.olympedia.org/images/flags/KOR.png,KOR,Archery
16,16,Team,Women,Silver,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,Archery
17,17,Team,Women,Bronze,Germany,https://www.olympedia.org/images/flags/GER.png,GER,Archery
18,18,Team,Mixed,Gold,Republic of Korea,https://www.olympedia.org/images/flags/KOR.png,KOR,Archery
19,19,Team,Mixed,Silver,Netherlands,https://www.olympedia.org/images/flags/NED.png,NED,Archery
20,20,Team,Mixed,Bronze,Mexico,https://www.olympedia.org/images/flags/MEX.png,MEX,Archery
21,21,Individual All-Around,Men,Gold,Daiki Hashimoto,https://www.olympedia.org/images/flags/JPN.png,JPN,Artistic Gymnastics
22,22,Individual All-Around,Men,Silver,Xiao Ruoteng,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
23,23,Individual All-Around,Men,Bronze,Nikita Nagorny,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
24,24,Team All-Around,Men,Gold,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
25,25,Team All-Around,Men,Silver,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Artistic Gymnastics
26,26,Team All-Around,Men,Bronze,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
27,27,Floor Exercise,Men,Gold,Artem Dolgopyat,https://www.olympedia.org/images/flags/ISR.png,ISR,Artistic Gymnastics
28,28,Floor Exercise,Men,Silver,Ray Zapata,https://www.olympedia.org/images/flags/ESP.png,ESP,Artistic Gymnastics
29,29,Floor Exercise,Men,Bronze,Xiao Ruoteng,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
30,30,Horse Vault,Men,Gold,Sin Jae-Hwan,https://www.olympedia.org/images/flags/KOR.png,KOR,Artistic Gymnastics
31,31,Horse Vault,Men,Silver,Denis Ablyazin,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
32,32,Horse Vault,Men,Bronze,Artur Davtyan,https://www.olympedia.org/images/flags/ARM.png,ARM,Artistic Gymnastics
33,33,Parallel Bars,Men,Gold,Zou Jingyuan,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
34,34,Parallel Bars,Men,Silver,Lukas Dauser,https://www.olympedia.org/images/flags/GER.png,GER,Artistic Gymnastics
35,35,Parallel Bars,Men,Bronze,Ferhat Arıcan,https://www.olympedia.org/images/flags/TUR.png,TUR,Artistic Gymnastics
36,36,Horizontal Bar,Men,Gold,Daiki Hashimoto,https://www.olympedia.org/images/flags/JPN.png,JPN,Artistic Gymnastics
37,37,Horizontal Bar,Men,Silver,Tin Srbić,https://www.olympedia.org/images/flags/CRO.png,CRO,Artistic Gymnastics
38,38,Horizontal Bar,Men,Bronze,Nikita Nagorny,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
39,39,Rings,Men,Gold,Liu Yang,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
40,40,Rings,Men,Silver,You Hao,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
41,41,Rings,Men,Bronze,Eleftherios Petrounias,https://www.olympedia.org/images/flags/GRE.png,GRE,Artistic Gymnastics
42,42,Pommelled Horse,Men,Gold,Max Whitlock,https://www.olympedia.org/images/flags/GBR.png,GBR,Artistic Gymnastics
43,43,Pommelled Horse,Men,Silver,Lee Chih-Kai,https://www.olympedia.org/images/flags/TPE.png,TPE,Artistic Gymnastics
44,44,Pommelled Horse,Men,Bronze,Kazuma Kaya,https://www.olympedia.org/images/flags/JPN.png,JPN,Artistic Gymnastics
45,45,Individual All-Around,Women,Gold,Sunisa Lee,https://www.olympedia.org/images/flags/USA.png,USA,Artistic Gymnastics
46,46,Individual All-Around,Women,Silver,Rebeca Andrade,https://www.olympedia.org/images/flags/BRA.png,BRA,Artistic Gymnastics
47,47,Individual All-Around,Women,Bronze,Angelina Melnikova,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
48,48,Team All-Around,Women,Gold,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
49,49,Team All-Around,Women,Silver,United States,https://www.olympedia.org/images/flags/USA.png,USA,Artistic Gymnastics
50,50,Team All-Around,Women,Bronze,Great Britain,https://www.olympedia.org/images/flags/GBR.png,GBR,Artistic Gymnastics
51,51,Floor Exercise,Women,Gold,Jade Carey,https://www.olympedia.org/images/flags/USA.png,USA,Artistic Gymnastics
52,52,Floor Exercise,Women,Silver,Vanessa Ferrari,https://www.olympedia.org/images/flags/ITA.png,ITA,Artistic Gymnastics
53,53,Floor Exercise,Women,Bronze,Mai Murakami,https://www.olympedia.org/images/flags/JPN.png,JPN,Artistic Gymnastics
54,54,Floor Exercise,Women,Bronze,Angelina Melnikova,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
55,55,Horse Vault,Women,Gold,Rebeca Andrade,https://www.olympedia.org/images/flags/BRA.png,BRA,Artistic Gymnastics
56,56,Horse Vault,Women,Silver,MyKayla Skinner,https://www.olympedia.org/images/flags/USA.png,USA,Artistic Gymnastics
57,57,Horse Vault,Women,Bronze,Yeo Seo-Jeong,https://www.olympedia.org/images/flags/KOR.png,KOR,Artistic Gymnastics
58,58,Uneven Bars,Women,Gold,Nina Derwael,https://www.olympedia.org/images/flags/BEL.png,BEL,Artistic Gymnastics
59,59,Uneven Bars,Women,Silver,Anastasiya Ilyankova,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Gymnastics
60,60,Uneven Bars,Women,Bronze,Sunisa Lee,https://www.olympedia.org/images/flags/USA.png,USA,Artistic Gymnastics
61,61,Balance Beam,Women,Gold,Guan Chenchen,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
62,62,Balance Beam,Women,Silver,Tang Xijing,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Gymnastics
63,63,Balance Beam,Women,Bronze,Simone Biles,https://www.olympedia.org/images/flags/USA.png,USA,Artistic Gymnastics
64,64,Duet,Women,Gold,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Swimming
65,65,Duet,Women,Silver,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Swimming
66,66,Duet,Women,Bronze,Ukraine,https://www.olympedia.org/images/flags/UKR.png,UKR,Artistic Swimming
67,67,Team,Women,Gold,Russian Olympic Committee,https://www.olympedia.org/images/flags/ROC.png,ROC,Artistic Swimming
68,68,Team,Women,Silver,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Artistic Swimming
69,69,Team,Women,Bronze,Ukraine,https://www.olympedia.org/images/flags/UKR.png,UKR,Artistic Swimming
70,70,100 metres,Men,Gold,Lamont Marcell Jacobs,https://www.olympedia.org/images/flags/ITA.png,ITA,Athletics
71,71,100 metres,Men,Silver,Fred Kerley,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
72,72,100 metres,Men,Bronze,Andre De Grasse,https://www.olympedia.org/images/flags/CAN.png,CAN,Athletics
73,73,800 metres,Men,Gold,Emmanuel Korir,https://www.olympedia.org/images/flags/KEN.png,KEN,Athletics
74,74,800 metres,Men,Silver,Ferguson Rotich,https://www.olympedia.org/images/flags/KEN.png,KEN,Athletics
75,75,800 metres,Men,Bronze,Patryk Dobek,https://www.olympedia.org/images/flags/POL.png,POL,Athletics
76,76,"10,000 metres",Men,Gold,Selemon Barega,https://www.olympedia.org/images/flags/ETH.png,ETH,Athletics
77,77,"10,000 metres",Men,Silver,Joshua Cheptegei,https://www.olympedia.org/images/flags/UGA.png,UGA,Athletics
78,78,"10,000 metres",Men,Bronze,Jacob Kiplimo,https://www.olympedia.org/images/flags/UGA.png,UGA,Athletics
79,79,400 metres Hurdles,Men,Gold,Karsten Warholm,https://www.olympedia.org/images/flags/NOR.png,NOR,Athletics
80,80,400 metres Hurdles,Men,Silver,Rai Benjamin,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
81,81,400 metres Hurdles,Men,Bronze,Alison Dos Santos,https://www.olympedia.org/images/flags/BRA.png,BRA,Athletics
82,82,"3,000 metres Steeplechase",Men,Gold,Soufiane El-Bakkali,https://www.olympedia.org/images/flags/MAR.png,MAR,Athletics
83,83,"3,000 metres Steeplechase",Men,Silver,Lamecha Girma,https://www.olympedia.org/images/flags/ETH.png,ETH,Athletics
84,84,"3,000 metres Steeplechase",Men,Bronze,Benjamin Kigen,https://www.olympedia.org/images/flags/KEN.png,KEN,Athletics
85,85,High Jump,Men,Gold,Mutaz Essa Barshim,https://www.olympedia.org/images/flags/QAT.png,QAT,Athletics
86,86,High Jump,Men,Gold,Gianmarco Tamberi,https://www.olympedia.org/images/flags/ITA.png,ITA,Athletics
87,87,High Jump,Men,Bronze,Maksim Nedasekau,https://www.olympedia.org/images/flags/BLR.png,BLR,Athletics
88,88,Pole Vault,Men,Gold,Armand Duplantis,https://www.olympedia.org/images/flags/SWE.png,SWE,Athletics
89,89,Pole Vault,Men,Silver,Chris Nilsen,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
90,90,Pole Vault,Men,Bronze,Thiago Braz,https://www.olympedia.org/images/flags/BRA.png,BRA,Athletics
91,91,Long Jump,Men,Gold,Miltiadis Tentoglou,https://www.olympedia.org/images/flags/GRE.png,GRE,Athletics
92,92,Long Jump,Men,Silver,Juan Miguel Echevarría,https://www.olympedia.org/images/flags/CUB.png,CUB,Athletics
93,93,Long Jump,Men,Bronze,Maykel Massó,https://www.olympedia.org/images/flags/CUB.png,CUB,Athletics
94,94,Discus Throw,Men,Gold,Daniel Ståhl,https://www.olympedia.org/images/flags/SWE.png,SWE,Athletics
95,95,Discus Throw,Men,Silver,Simon Pettersson,https://www.olympedia.org/images/flags/SWE.png,SWE,Athletics
96,96,Discus Throw,Men,Bronze,Lukas Weißhaidinger,https://www.olympedia.org/images/flags/AUT.png,AUT,Athletics
97,97,Hammer Throw,Men,Gold,Wojciech Nowicki,https://www.olympedia.org/images/flags/POL.png,POL,Athletics
98,98,Hammer Throw,Men,Silver,Eivind Henriksen,https://www.olympedia.org/images/flags/NOR.png,NOR,Athletics
99,99,Hammer Throw,Men,Bronze,Paweł Fajdek,https://www.olympedia.org/images/flags/POL.png,POL,Athletics
100,100,100 metres,Women,Gold,Elaine Thompson-Herah,https://www.olympedia.org/images/flags/JAM.png,JAM,Athletics
101,101,100 metres,Women,Silver,Shelly-Ann Fraser-Pryce,https://www.olympedia.org/images/flags/JAM.png,JAM,Athletics
102,102,100 metres,Women,Bronze,Shericka Jackson,https://www.olympedia.org/images/flags/JAM.png,JAM,Athletics
103,103,200 metres,Women,Gold,Elaine Thompson-Herah,https://www.olympedia.org/images/flags/JAM.png,JAM,Athletics
104,104,200 metres,Women,Silver,Christine Mboma,https://www.olympedia.org/images/flags/NAM.png,NAM,Athletics
105,105,200 metres,Women,Bronze,Gabrielle Thomas,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
106,106,800 metres,Women,Gold,Athing Mu,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
107,107,800 metres,Women,Silver,Keely Hodgkinson,https://www.olympedia.org/images/flags/GBR.png,GBR,Athletics
108,108,800 metres,Women,Bronze,Raevyn Rogers,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
109,109,"5,000 metres",Women,Gold,Sifan Hassan,https://www.olympedia.org/images/flags/NED.png,NED,Athletics
110,110,"5,000 metres",Women,Silver,Hellen Obiri,https://www.olympedia.org/images/flags/KEN.png,KEN,Athletics
111,111,"5,000 metres",Women,Bronze,Gudaf Tsegay,https://www.olympedia.org/images/flags/ETH.png,ETH,Athletics
112,112,100 metres Hurdles,Women,Gold,Jasmine Camacho-Quinn,https://www.olympedia.org/images/flags/PUR.png,PUR,Athletics
113,113,100 metres Hurdles,Women,Silver,Kendra Harrison,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
114,114,100 metres Hurdles,Women,Bronze,Megan Tapper,https://www.olympedia.org/images/flags/JAM.png,JAM,Athletics
115,115,400 metres Hurdles,Women,Gold,Sydney McLaughlin,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
116,116,400 metres Hurdles,Women,Silver,Dalilah Muhammad,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
117,117,400 metres Hurdles,Women,Bronze,Femke Bol,https://www.olympedia.org/images/flags/NED.png,NED,Athletics
118,118,"3,000 metres Steeplechase",Women,Gold,Peruth Chemutai,https://www.olympedia.org/images/flags/UGA.png,UGA,Athletics
119,119,"3,000 metres Steeplechase",Women,Silver,Courtney Frerichs,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
120,120,"3,000 metres Steeplechase",Women,Bronze,Hyvin Kiyeng,https://www.olympedia.org/images/flags/KEN.png,KEN,Athletics
121,121,Long Jump,Women,Gold,Malaika Mihambo,https://www.olympedia.org/images/flags/GER.png,GER,Athletics
122,122,Long Jump,Women,Silver,Brittney Reese,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
123,123,Long Jump,Women,Bronze,Ese Brume,https://www.olympedia.org/images/flags/NGR.png,NGR,Athletics
124,124,Triple Jump,Women,Gold,Yulimar Rojas,https://www.olympedia.org/images/flags/VEN.png,VEN,Athletics
125,125,Triple Jump,Women,Silver,Patrícia Mamona,https://www.olympedia.org/images/flags/POR.png,POR,Athletics
126,126,Triple Jump,Women,Bronze,Ana Peleteiro,https://www.olympedia.org/images/flags/ESP.png,ESP,Athletics
127,127,Shot Put,Women,Gold,Gong Lijiao,https://www.olympedia.org/images/flags/CHN.png,CHN,Athletics
128,128,Shot Put,Women,Silver,Raven Saunders,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
129,129,Shot Put,Women,Bronze,Valerie Adams-Vili,https://www.olympedia.org/images/flags/NZL.png,NZL,Athletics
130,130,Discus Throw,Women,Gold,Valarie Allman,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
131,131,Discus Throw,Women,Silver,Kristin Pudenz,https://www.olympedia.org/images/flags/GER.png,GER,Athletics
132,132,Discus Throw,Women,Bronze,Yaimé Pérez,https://www.olympedia.org/images/flags/CUB.png,CUB,Athletics
133,133,Hammer Throw,Women,Gold,Anita Włodarczyk,https://www.olympedia.org/images/flags/POL.png,POL,Athletics
134,134,Hammer Throw,Women,Silver,Wang Zheng,https://www.olympedia.org/images/flags/CHN.png,CHN,Athletics
135,135,Hammer Throw,Women,Bronze,Malwina Kopron,https://www.olympedia.org/images/flags/POL.png,POL,Athletics
136,136,4 × 400 metres Relay,Mixed,Gold,Poland,https://www.olympedia.org/images/flags/POL.png,POL,Athletics
137,137,4 × 400 metres Relay,Mixed,Silver,Dominican Republic,https://www.olympedia.org/images/flags/DOM.png,DOM,Athletics
138,138,4 × 400 metres Relay,Mixed,Bronze,United States,https://www.olympedia.org/images/flags/USA.png,USA,Athletics
139,139,Singles,Men,Gold,Viktor Axelsen,https://www.olympedia.org/images/flags/DEN.png,DEN,Badminton
140,140,Singles,Men,Silver,Chen Long,https://www.olympedia.org/images/flags/CHN.png,CHN,Badminton
141,141,Singles,Men,Bronze,Anthony Ginting,https://www.olympedia.org/images/flags/INA.png,INA,Badminton
142,142,Doubles,Men,Gold,Chinese Taipei,https://www.olympedia.org/images/flags/TPE.png,TPE,Badminton
143,143,Doubles,Men,Silver,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Badminton
144,144,Doubles,Men,Bronze,Malaysia,https://www.olympedia.org/images/flags/MAS.png,MAS,Badminton
145,145,Singles,Women,Gold,Chen Yufei,https://www.olympedia.org/images/flags/CHN.png,CHN,Badminton
146,146,Singles,Women,Silver,Tai Tzu-Ying,https://www.olympedia.org/images/flags/TPE.png,TPE,Badminton
147,147,Singles,Women,Bronze,P. V. Sindhu,https://www.olympedia.org/images/flags/IND.png,IND,Badminton
148,148,Doubles,Women,Gold,Indonesia,https://www.olympedia.org/images/flags/INA.png,INA,Badminton
149,149,Doubles,Women,Silver,People's Republic of China 1,https://www.olympedia.org/images/flags/CHN.png,CHN,Badminton
150,150,Doubles,Women,Bronze,Republic of Korea 1,https://www.olympedia.org/images/flags/KOR.png,KOR,Badminton
151,151,Doubles,Mixed,Gold,People's Republic of China 1,https://www.olympedia.org/images/flags/CHN.png,CHN,Badminton
152,152,Doubles,Mixed,Silver,People's Republic of China 2,https://www.olympedia.org/images/flags/CHN.png,CHN,Badminton
153,153,Doubles,Mixed,Bronze,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Badminton
154,154,Baseball,Men,Gold,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Baseball
155,155,Baseball,Men,Silver,United States,https://www.olympedia.org/images/flags/USA.png,USA,Baseball
156,156,Baseball,Men,Bronze,Dominican Republic,https://www.olympedia.org/images/flags/DOM.png,DOM,Baseball
157,157,Basketball,Men,Gold,United States,https://www.olympedia.org/images/flags/USA.png,USA,Basketball
158,158,Basketball,Men,Silver,France,https://www.olympedia.org/images/flags/FRA.png,FRA,Basketball
159,159,Basketball,Men,Bronze,Australia,https://www.olympedia.org/images/flags/AUS.png,AUS,Basketball
160,160,Basketball,Women,Gold,United States,https://www.olympedia.org/images/flags/USA.png,USA,Basketball
161,161,Basketball,Women,Silver,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Basketball
162,162,Basketball,Women,Bronze,France,https://www.olympedia.org/images/flags/FRA.png,FRA,Basketball
163,163,Beach Volleyball,Men,Gold,Norway,https://www.olympedia.org/images/flags/NOR.png,NOR,Beach Volleyball
164,164,Beach Volleyball,Men,Silver,Russian Olympic Committee 2,https://www.olympedia.org/images/flags/ROC.png,ROC,Beach Volleyball
165,165,Beach Volleyball,Men,Bronze,Qatar,https://www.olympedia.org/images/flags/QAT.png,QAT,Beach Volleyball
166,166,Beach Volleyball,Women,Gold,United States 1,https://www.olympedia.org/images/flags/USA.png,USA,Beach Volleyball
167,167,Beach Volleyball,Women,Silver,Australia,https://www.olympedia.org/images/flags/AUS.png,AUS,Beach Volleyball
168,168,Beach Volleyball,Women,Bronze,Switzerland,https://www.olympedia.org/images/flags/SUI.png,SUI,Beach Volleyball
169,169,Flyweight,Men,Gold,Galal Yafai,https://www.olympedia.org/images/flags/GBR.png,GBR,Boxing
170,170,Flyweight,Men,Silver,Carlo Paalam,https://www.olympedia.org/images/flags/PHI.png,PHI,Boxing
171,171,Flyweight,Men,Bronze,Saken Bibossinov,https://www.olympedia.org/images/flags/KAZ.png,KAZ,Boxing
172,172,Flyweight,Men,Bronze,Ryomei Tanaka,https://www.olympedia.org/images/flags/JPN.png,JPN,Boxing
173,173,Featherweight,Men,Gold,Albert Batyrgaziyev,https://www.olympedia.org/images/flags/ROC.png,ROC,Boxing
174,174,Featherweight,Men,Silver,Duke Ragan,https://www.olympedia.org/images/flags/USA.png,USA,Boxing
175,175,Featherweight,Men,Bronze,Lázaro Álvarez,https://www.olympedia.org/images/flags/CUB.png,CUB,Boxing
176,176,Featherweight,Men,Bronze,Samuel Takyi,https://www.olympedia.org/images/flags/GHA.png,GHA,Boxing
177,177,Lightweight,Men,Gold,Andy Cruz,https://www.olympedia.org/images/flags/CUB.png,CUB,Boxing
178,178,Lightweight,Men,Silver,Keyshawn Davis,https://www.olympedia.org/images/flags/USA.png,USA,Boxing
179,179,Lightweight,Men,Bronze,Harry Garside,https://www.olympedia.org/images/flags/AUS.png,AUS,Boxing
180,180,Lightweight,Men,Bronze,Hovhannes Bachkov,https://www.olympedia.org/images/flags/ARM.png,ARM,Boxing
181,181,Welterweight,Men,Gold,Roniel Iglesias,https://www.olympedia.org/images/flags/CUB.png,CUB,Boxing
182,182,Welterweight,Men,Silver,Pat McCormack,https://www.olympedia.org/images/flags/GBR.png,GBR,Boxing
183,183,Welterweight,Men,Bronze,Andrey Zamkovoy,https://www.olympedia.org/images/flags/ROC.png,ROC,Boxing
184,184,Welterweight,Men,Bronze,Aidan Walsh,https://www.olympedia.org/images/flags/IRL.png,IRL,Boxing
185,185,Middleweight,Men,Gold,Hebert Conceição Sousa,https://www.olympedia.org/images/flags/BRA.png,BRA,Boxing
186,186,Middleweight,Men,Silver,Oleksandr Khyzhniak,https://www.olympedia.org/images/flags/UKR.png,UKR,Boxing
187,187,Middleweight,Men,Bronze,Gleb Bakshi,https://www.olympedia.org/images/flags/ROC.png,ROC,Boxing
188,188,Middleweight,Men,Bronze,Eumir Marcial,https://www.olympedia.org/images/flags/PHI.png,PHI,Boxing
189,189,Light-Heavyweight,Men,Gold,Arlen López,https://www.olympedia.org/images/flags/CUB.png,CUB,Boxing
190,190,Light-Heavyweight,Men,Silver,Ben Whittaker,https://www.olympedia.org/images/flags/GBR.png,GBR,Boxing
191,191,Light-Heavyweight,Men,Bronze,Loren Alfonso,https://www.olympedia.org/images/flags/AZE.png,AZE,Boxing
192,192,Light-Heavyweight,Men,Bronze,Imam Khatayev,https://www.olympedia.org/images/flags/ROC.png,ROC,Boxing
193,193,Heavyweight,Men,Gold,Julio César la Cruz,https://www.olympedia.org/images/flags/CUB.png,CUB,Boxing
194,194,Heavyweight,Men,Silver,Muslim Gadzhimagomedov,https://www.olympedia.org/images/flags/ROC.png,ROC,Boxing
195,195,Heavyweight,Men,Bronze,Abner Teixeira,https://www.olympedia.org/images/flags/BRA.png,BRA,Boxing
196,196,Heavyweight,Men,Bronze,David Nyika,https://www.olympedia.org/images/flags/NZL.png,NZL,Boxing
197,197,Super-Heavyweight,Men,Gold,Bakhodir Dzhalolov,https://www.olympedia.org/images/flags/UZB.png,UZB,Boxing
198,198,Super-Heavyweight,Men,Silver,Richard Torrez,https://www.olympedia.org/images/flags/USA.png,USA,Boxing
199,199,Super-Heavyweight,Men,Bronze,Frazer Clarke,https://www.olympedia.org/images/flags/GBR.png,GBR,Boxing
200,200,Super-Heavyweight,Men,Bronze,Kamshybek Kunkabayev,https://www.olympedia.org/images/flags/KAZ.png,KAZ,Boxing
201,201,Flyweight,Women,Gold,Stoyka Krasteva,https://www.olympedia.org/images/flags/BUL.png,BUL,Boxing
202,202,Flyweight,Women,Silver,Buse Naz Çakıroğlu,https://www.olympedia.org/images/flags/TUR.png,TUR,Boxing
203,203,Flyweight,Women,Bronze,Tsukimi Namiki,https://www.olympedia.org/images/flags/JPN.png,JPN,Boxing
204,204,Flyweight,Women,Bronze,Huang Hsiao-Wen,https://www.olympedia.org/images/flags/TPE.png,TPE,Boxing
205,205,Featherweight,Women,Gold,Sena Irie,https://www.olympedia.org/images/flags/JPN.png,JPN,Boxing
206,206,Featherweight,Women,Silver,Nesthy Petecio,https://www.olympedia.org/images/flags/PHI.png,PHI,Boxing
207,207,Featherweight,Women,Bronze,Karriss Artingstall,https://www.olympedia.org/images/flags/GBR.png,GBR,Boxing
208,208,Featherweight,Women,Bronze,Irma Testa,https://www.olympedia.org/images/flags/ITA.png,ITA,Boxing
209,209,Lightweight,Women,Gold,Kellie Harrington,https://www.olympedia.org/images/flags/IRL.png,IRL,Boxing
210,210,Lightweight,Women,Silver,Beatriz Ferreira,https://www.olympedia.org/images/flags/BRA.png,BRA,Boxing
211,211,Lightweight,Women,Bronze,Sudaporn Seesondee,https://www.olympedia.org/images/flags/THA.png,THA,Boxing
212,212,Lightweight,Women,Bronze,Mira Potkonen,https://www.olympedia.org/images/flags/FIN.png,FIN,Boxing
213,213,Welterweight,Women,Gold,Busenaz Sürmeneli,https://www.olympedia.org/images/flags/TUR.png,TUR,Boxing
214,214,Welterweight,Women,Silver,Gu Hong,https://www.olympedia.org/images/flags/CHN.png,CHN,Boxing
215,215,Welterweight,Women,Bronze,Lovlina Borgohain,https://www.olympedia.org/images/flags/IND.png,IND,Boxing
216,216,Welterweight,Women,Bronze,Oshae Jones,https://www.olympedia.org/images/flags/USA.png,USA,Boxing
217,217,Middleweight,Women,Gold,Lauren Price,https://www.olympedia.org/images/flags/GBR.png,GBR,Boxing
218,218,Middleweight,Women,Silver,Li Qian,https://www.olympedia.org/images/flags/CHN.png,CHN,Boxing
219,219,Middleweight,Women,Bronze,Nouchka Fontijn,https://www.olympedia.org/images/flags/NED.png,NED,Boxing
220,220,Middleweight,Women,Bronze,Zemfira Magomedaliyeva,https://www.olympedia.org/images/flags/ROC.png,ROC,Boxing
221,221,"Kayak Singles, Slalom",Men,Gold,Jiří Prskavec,https://www.olympedia.org/images/flags/CZE.png,CZE,Canoe Slalom
222,222,"Kayak Singles, Slalom",Men,Silver,Jakub Grigar,https://www.olympedia.org/images/flags/SVK.png,SVK,Canoe Slalom
223,223,"Kayak Singles, Slalom",Men,Bronze,Hannes Aigner,https://www.olympedia.org/images/flags/GER.png,GER,Canoe Slalom
224,224,"Canadian Singles, Slalom",Men,Gold,Benjamin Savšek,https://www.olympedia.org/images/flags/SLO.png,SLO,Canoe Slalom
225,225,"Canadian Singles, Slalom",Men,Silver,Lukáš Rohan,https://www.olympedia.org/images/flags/CZE.png,CZE,Canoe Slalom
226,226,"Canadian Singles, Slalom",Men,Bronze,Sideris Tasiadis,https://www.olympedia.org/images/flags/GER.png,GER,Canoe Slalom
227,227,"Kayak Singles, Slalom",Women,Gold,Ricarda Funk,https://www.olympedia.org/images/flags/GER.png,GER,Canoe Slalom
228,228,"Kayak Singles, Slalom",Women,Silver,Maialen Chourraut,https://www.olympedia.org/images/flags/ESP.png,ESP,Canoe Slalom
229,229,"Kayak Singles, Slalom",Women,Bronze,Jess Fox,https://www.olympedia.org/images/flags/AUS.png,AUS,Canoe Slalom
230,230,"Canadian Singles, Slalom",Women,Gold,Jess Fox,https://www.olympedia.org/images/flags/AUS.png,AUS,Canoe Slalom
231,231,"Canadian Singles, Slalom",Women,Silver,Mallory Franklin,https://www.olympedia.org/images/flags/GBR.png,GBR,Canoe Slalom
232,232,"Canadian Singles, Slalom",Women,Bronze,Andrea Herzog,https://www.olympedia.org/images/flags/GER.png,GER,Canoe Slalom
